"text","target"
"blind, a hiding place sometimes used by hunters (especially duck hunters)",-0.0909090909090909
"escape, run away from confinement",0.5833333333333334
"break loose, run away from confinement",0.5833333333333334
"get away, run away from confinement",0.5833333333333334
"weak, deficient in intelligence or mental power",-0.875
"newspaper, a business firm that publishes newspapers",0.0
"paper, a business firm that publishes newspapers",0.0
"newspaper publisher, a business firm that publishes newspapers",0.0
"unacceptable, not adequate to give satisfaction",-0.3333333333333333
"gumption, sound practical judgment",0.1851851851851852
"sense, sound practical judgment",0.1851851851851852
"horse sense, sound practical judgment",0.1851851851851852
"common sense, sound practical judgment",0.1851851851851852
"good sense, sound practical judgment",0.1851851851851852
"mother wit, sound practical judgment",0.1851851851851852
"reconciliation, getting two things to correspond",0.09999999999999999
"balancing, getting two things to correspond",0.09999999999999999
"twine, arrange or coil around",0.13333333333333333
"wrap, arrange or coil around",0.13333333333333333
"roll, arrange or coil around",0.13333333333333333
"wind, arrange or coil around",0.13333333333333333
"beggar, be beyond the resources of",-0.4166666666666667
"logically, according to logical reasoning",0.16666666666666666
"tradecraft, skill acquired through experience in a trade; often used to discuss skill in espionage",0.2222222222222222
"recoil, spring back; spring away from an impact",0.3636363636363636
"bounce, spring back; spring away from an impact",0.3636363636363636
"spring, spring back; spring away from an impact",0.3636363636363636
"reverberate, spring back; spring away from an impact",0.3636363636363636
"bound, spring back; spring away from an impact",0.3636363636363636
"rebound, spring back; spring away from an impact",0.3636363636363636
"resile, spring back; spring away from an impact",0.3636363636363636
"take a hop, spring back; spring away from an impact",0.3636363636363636
"ricochet, spring back; spring away from an impact",0.3636363636363636
"deliberate, carefully thought out in advance",0.3333333333333333
"calculated, carefully thought out in advance",0.3333333333333333
"measured, carefully thought out in advance",0.3333333333333333
"buddy-buddy, (used informally) associated on close terms",0.07407407407407407
"thick, (used informally) associated on close terms",0.07407407407407407
"chummy, (used informally) associated on close terms",0.07407407407407407
"suffer, be set at a disadvantage",-0.5555555555555556
"lose, be set at a disadvantage",-0.5555555555555556
"quiet, not showy or obtrusive",-0.3888888888888889
"restrained, not showy or obtrusive",-0.3888888888888889
"irregular, lacking continuity or regularity",-0.3333333333333333
"temporary, lacking continuity or regularity",-0.3333333333333333
"rest, stay the same; remain in a certain state",-0.4583333333333333
"stay, stay the same; remain in a certain state",-0.4583333333333333
"remain, stay the same; remain in a certain state",-0.4583333333333333
"florid, elaborately or excessively ornamented",0.16666666666666666
"aureate, elaborately or excessively ornamented",0.16666666666666666
"flamboyant, elaborately or excessively ornamented",0.16666666666666666
"crude, belonging to an early stage of technical development; characterized by simplicity and (often) crudeness",-0.40740740740740744
"rude, belonging to an early stage of technical development; characterized by simplicity and (often) crudeness",-0.40740740740740744
"primitive, belonging to an early stage of technical development; characterized by simplicity and (often) crudeness",-0.40740740740740744
"delivery, your characteristic style or manner of expressing yourself orally",0.07407407407407407
"speech, your characteristic style or manner of expressing yourself orally",0.07407407407407407
"manner of speaking, your characteristic style or manner of expressing yourself orally",0.07407407407407407
"reign, have sovereign power",0.4166666666666667
"sphere, a particular aspect of life or activity",0.0
"sector, a particular aspect of life or activity",0.0
"beforehand, being ahead of time or need",0.3703703703703704
"advance, being ahead of time or need",0.3703703703703704
"paint, a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating",0.0
"pigment, a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating",0.0
"fallen, having dropped by the force of gravity",-0.3333333333333333
"approach, make advances to someone, usually with a proposal or suggestion",0.4666666666666666
"feel, grope or feel in search of something",0.13333333333333333
"accessible, capable of being read with comprehension",0.25
"approachable, capable of being read with comprehension",0.25
"clearly, in an easily perceptible manner",0.2380952380952381
"clear, in an easily perceptible manner",0.2380952380952381
"credit, an entry on a list of persons who contributed to a film or written work",0.037037037037037035
"service, the performance of duties by a waiter or servant",0.2222222222222222
"principle, a rule or standard especially of good behavior",0.3055555555555555
"visualize, form a mental picture of something that is invisible or abstract",0.2222222222222222
"visualise, form a mental picture of something that is invisible or abstract",0.2222222222222222
"temporarily, for a limited time only; not permanently",-0.24242424242424243
"petite, very small",-0.2222222222222222
"diminutive, very small",-0.2222222222222222
"bantam, very small",-0.2222222222222222
"tiny, very small",-0.2222222222222222
"lilliputian, very small",-0.2222222222222222
"midget, very small",-0.2222222222222222
"flyspeck, very small",-0.2222222222222222
"small, lowercase",-0.25925925925925924
"little, lowercase",-0.25925925925925924
"minuscule, lowercase",-0.25925925925925924
"manufacture, produce naturally",0.2380952380952381
"quick, accomplished rapidly and without delay",0.5666666666666667
"speedy, accomplished rapidly and without delay",0.5666666666666667
"sensible, readily perceived by the senses",0.09999999999999999
"solution, the successful action of solving a problem",0.42424242424242425
"exclude, lack or fail to include",-0.5
"deceptive, designed to deceive or mislead either deliberately or inadvertently",-0.3
"misleading, designed to deceive or mislead either deliberately or inadvertently",-0.3
"score, an amount due (as at a restaurant or bar)",-0.041666666666666664
"spin, work natural fibers into a thread",0.08333333333333333
"otherwise, in other respects or ways",-0.06060606060606061
"visage, the appearance conveyed by a person's face",0.041666666666666664
"countenance, the appearance conveyed by a person's face",0.041666666666666664
"easy, posing no difficulty; requiring little effort",-0.1111111111111111
"carry, pass on a communication",0.13333333333333333
"pattern, something regarded as a normative example",0.21212121212121213
"rule, something regarded as a normative example",0.21212121212121213
"convention, something regarded as a normative example",0.21212121212121213
"formula, something regarded as a normative example",0.21212121212121213
"normal, something regarded as a normative example",0.21212121212121213
"school, the period of instruction in a school; the time period when school is in session",0.09999999999999999
"schooltime, the period of instruction in a school; the time period when school is in session",0.09999999999999999
"school day, the period of instruction in a school; the time period when school is in session",0.09999999999999999
"purposeful, having meaning through having an aim",0.8181818181818182
"intern, work as an intern",0.07407407407407407
"simple, unornamented",0.030303030303030304
"correct, fall in value",-0.5833333333333334
"decline, fall in value",-0.5833333333333334
"slump, fall in value",-0.5833333333333334
"unacceptable, not acceptable; not welcome",-0.39999999999999997
"increase, make bigger or more",0.40740740740740744
"conjecture, to believe especially on uncertain or tentative grounds",0.09999999999999999
"speculate, to believe especially on uncertain or tentative grounds",0.09999999999999999
"hypothesize, to believe especially on uncertain or tentative grounds",0.09999999999999999
"suppose, to believe especially on uncertain or tentative grounds",0.09999999999999999
"hypothecate, to believe especially on uncertain or tentative grounds",0.09999999999999999
"theorize, to believe especially on uncertain or tentative grounds",0.09999999999999999
"theorise, to believe especially on uncertain or tentative grounds",0.09999999999999999
"hypothesise, to believe especially on uncertain or tentative grounds",0.09999999999999999
"circulating, passing from one to another",0.0
"tease, harass with persistent criticism or carping",-0.2222222222222222
"ride, harass with persistent criticism or carping",-0.2222222222222222
"rally, harass with persistent criticism or carping",-0.2222222222222222
"bait, harass with persistent criticism or carping",-0.2222222222222222
"rag, harass with persistent criticism or carping",-0.2222222222222222
"twit, harass with persistent criticism or carping",-0.2222222222222222
"tantalize, harass with persistent criticism or carping",-0.2222222222222222
"razz, harass with persistent criticism or carping",-0.2222222222222222
"taunt, harass with persistent criticism or carping",-0.2222222222222222
"cod, harass with persistent criticism or carping",-0.2222222222222222
"tantalise, harass with persistent criticism or carping",-0.2222222222222222
"running, of advancing the ball by running",0.14285714285714285
"professional, engaged in by members of a profession",0.2962962962962963
"look, give a certain impression of being something or having a certain aspect",0.0
"appear, give a certain impression of being something or having a certain aspect",0.0
"seem, give a certain impression of being something or having a certain aspect",0.0
"mortified, made to feel uncomfortable because of shame or wounded pride",-0.4444444444444444
"humiliated, made to feel uncomfortable because of shame or wounded pride",-0.4444444444444444
"embarrassed, made to feel uncomfortable because of shame or wounded pride",-0.4444444444444444
"undetermined, not yet having been ascertained or determined",-0.3
"help, improve the condition of",0.4666666666666666
"aid, improve the condition of",0.4666666666666666
"work, (physics) a manifestation of energy; the transfer of energy from one physical system to another expressed as the product of a force and the distance through which it moves a body in the direction of that force",0.13333333333333333
"rough, with roughness or violence (`rough' is an informal variant for `roughly')",0.14814814814814814
"roughly, with roughness or violence (`rough' is an informal variant for `roughly')",0.14814814814814814
"consciously, with awareness",0.2333333333333333
"play, perform on a certain location",0.19444444444444445
"set off, put in motion or move to act",0.4444444444444444
"trip, put in motion or move to act",0.4444444444444444
"trigger, put in motion or move to act",0.4444444444444444
"activate, put in motion or move to act",0.4444444444444444
"spark off, put in motion or move to act",0.4444444444444444
"touch off, put in motion or move to act",0.4444444444444444
"spark, put in motion or move to act",0.4444444444444444
"actuate, put in motion or move to act",0.4444444444444444
"trigger off, put in motion or move to act",0.4444444444444444
"rootle, dig with the snout",0.06666666666666667
"rout, dig with the snout",0.06666666666666667
"root, dig with the snout",0.06666666666666667
"slip, move smoothly and easily",-0.07407407407407407
"bound, the greatest possible degree of something",0.4444444444444444
"boundary, the greatest possible degree of something",0.4444444444444444
"limit, the greatest possible degree of something",0.4444444444444444
"indecisive, not definitely settling something",-0.6666666666666666
"glory, a state of high honor",0.3703703703703704
"glorification, a state of high honor",0.3703703703703704
"back, in or to or toward a past time",-0.13333333333333333
"backward, in or to or toward a past time",-0.13333333333333333
"admirable, deserving of the highest esteem or admiration",0.1111111111111111
"touch, a distinguishing style",-0.030303030303030304
"signature, a distinguishing style",-0.030303030303030304
"ladder, a row of unravelled stitches",0.027777777777777776
"run, a row of unravelled stitches",0.027777777777777776
"ravel, a row of unravelled stitches",0.027777777777777776
"sight, catch sight of; to perceive with the eyes",0.0
"spy, catch sight of; to perceive with the eyes",0.0
"origin, properties attributable to your ancestry",0.0
"extraction, properties attributable to your ancestry",0.0
"descent, properties attributable to your ancestry",0.0
"throw, cause to fall off",0.047619047619047616
"tension, the action of stretching something tight",-0.12121212121212122
"pretend, state insincerely",-0.3333333333333333
"profess, state insincerely",-0.3333333333333333
"massive, imposing in scale or scope or degree or power",0.20833333333333334
